stamp,Albania,Algeria,American Samoa,Andorra,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Barbados,Belarus,Belgium,Bermuda,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Cabo Verde,Canada,Cayman Islands,Chile,"China, Hong Kong SAR","China, Macao SAR",Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Denmark,Egypt,El Salvador,Estonia,Falkland Islands (Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Guadeloupe,Guam,Guatemala,Guernsey,Guyana,Hungary,Iceland,Iran (Islamic Republic of),Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Latvia,Lebanon,Libya,Liechtenstein,Lithuania,Luxembourg,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritius,Mayotte,Mexico,Mongolia,Montenegro,Montserrat,Morocco,Netherlands,New Caledonia,New Zealand,Niue,Norfolk Island,North Macedonia,Norway,Oman,Pakistan,Palau,Panama,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Republic of Moldova,Reunion,Romania,Russian Federation,Saint Helena ex. dep.,Saint Helena: Ascension,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Saint-Martin (French part),Samoa,San Marino,Sao Tome and Principe,Serbia,Seychelles,Singapore,Slovakia,Slovenia,South Africa,Spain,Sri Lanka,State of Palestine,Suriname,Sweden,Switzerland,Tajikistan,Thailand,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Ukraine,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United States Virgin Islands,United States of America,Uruguay,Uzbekistan,Venezuela (Bolivarian Republic of)
Sep-82,5813,,88,,,117,,,,20319,8000,,,816,422,12810,10182,,,,,26,,10294,1018,32197,34,22827,7964,543,,6269,,17134,,1342,,4334,126010,13985,,,48,,5641,65181,197,,,,,50,11598,89,591,274,27128,,,11424,361,,5940,50,,53002,5529,133150,78,,,4488,,,,,34,,342,27789,,672,,503,492,,,,,,,,14755,294,4327,13,,,4335,,,,4732,45627,,55574,12889,6182,669,63173,,983,,,18,,,379,,,,,21,,,126,3963,,,,43470,33632,,,7771,6222,,,,2794,17053,,,59544,,62109,217,315000,4619,,46077
Oct-82,5450,,106,,,103,,,,20018,7845,,,734,431,12705,9921,,,,,25,,10181,1043,30589,30,22078,8444,561,,6216,,16490,,1291,,4239,150233,13525,,,65,,5491,64998,205,,,,,38,11529,76,608,250,27504,,,10596,336,,5624,61,,51783,5492,128288,73,,,4848,,,,,32,,341,30694,,658,,545,548,,,,,,,,14391,313,4375,6,,,3952,,,,4803,44826,,56054,12947,6390,760,67431,,1009,,,10,,,386,,,,,25,,,132,4413,,,,43131,36138,,,7147,6049,,,,3254,16708,,,58853,,61180,281,323000,4641,,42381
Nov-82,4822,,86,,,99,,,,18706,7553,,,1158,441,13436,9328,,,,,20,,9306,888,29542,32,20166,7610,490,,5815,,15552,,1231,,3878,133634,13802,,,43,,5179,61178,218,,,,,42,10920,96,590,270,29111,,,10242,323,,5420,66,,48820,5568,118708,67,,,4757,,,,,24,,335,18611,,647,,507,506,,,,,,,,13543,280,3404,5,,,3742,,,,4793,42779,,54881,12066,6131,726,65657,,903,,,11,,,384,,,,,15,,,126,3951,,,,41044,35024,,,6488,5842,,,,3020,15591,,,60007,,57322,252,300000,4415,,49196
Dec-82,5295,,99,,,77,,,,19520,7690,,,989,361,14253,9614,,,,,22,,9708,1014,29726,28,19061,7586,515,,4121,,15821,,1179,,3913,125438,13046,,,72,,5250,62434,201,,,,,48,10251,81,587,275,28122,,,10489,344,,5718,43,,48139,5631,127598,81,,,4917,,,,,29,,353,23086,,529,,552,513,,,,,,,,13824,292,893,5,,,3822,,,,4864,41145,,57048,12382,6319,775,67415,,1015,,,8,,,420,,,,,20,,,92,3844,,,,41768,35356,,,6468,5751,,,,3035,15615,,,60697,,57949,251,320000,4549,,40349
Jan-83,5119,,,,,112,,,,19882,7825,,,1103,412,14925,9790,,,,,32,,10115,1138,29278,34,21337,6936,,35,,,15058,,1129,,3863,192000,14004,,,41,,5427,61042,203,,,,,41,11398,80,628,,28865,62,,10636,366,,5819,68,8145,49908,5660,125821,76,,,4864,,,,,36,,347,,,499,,474,458,,,,,,19,,14045,324,4187,7,2,,3990,,,,4875,34390,,62057,12099,5716,697,84129,,949,,,14,,300,419,,337,,,,,,133,3286,,,,40786,35999,,,7615,,,,,2931,,,,66732,,59135,239,297750,4335,,37276
Feb-83,5846,,,,,102,,,,19351,7106,,,824,368,13481,8804,,,,,20,,9350,960,28101,31,18598,6179,,33,,,12660,,1044,,3864,140000,11650,,,55,,5126,57134,193,,,,,32,10273,82,532,,23170,48,,9987,306,,5294,53,7081,44307,4725,113421,72,,,4144,,,,,33,,294,,,557,,402,389,,,,,,23,,12937,288,3791,5,1,,3914,,,,4278,30616,,57966,10862,5105,662,86241,,967,,,7,,,333,,248,,,,,,101,2977,,,,37137,32816,,,7565,,,,,2434,,,,60181,,54625,193,276981,4224,,38659
Mar-83,7009,,,,,92,,,,22173,7649,,,981,373,14883,9810,,,,,18,,10544,945,32893,31,20506,6524,,35,,,13073,,1034,,4597,161000,11113,,,57,,6135,62166,226,,,,,30,11549,86,552,,25631,56,,11206,382,,6045,65,7838,49682,5300,124437,71,,,4619,,,,,29,,348,,,667,,483,487,,,,,,17,,14035,333,4328,10,2,,4667,,,,4508,34191,,66258,12192,5309,656,59582,,1079,,,10,,,321,,287,,,,,,145,3179,,,,41228,34740,,,8862,,,,,2702,,,,70474,,61575,202,310928,4680,,46649
Apr-83,7036,,,,,108,,,,20455,7383,,,862,305,14822,9772,,,,,16,,9974,927,31989,23,19222,5871,,28,,,11426,,1037,,4577,151000,11607,,,53,,5945,62754,176,,,,,45,11355,71,495,,24787,32,,10314,381,,5653,60,7464,47343,4981,124646,70,,,4296,,,,,25,,315,,,701,,424,451,,,,,,14,,14247,346,4057,4,1,,4540,,,,4420,33436,,62079,11926,5014,635,55109,,1018,,,9,,215,323,,256,,,,,,146,3087,,,,39187,32291,,,8598,,,,,2529,,,,69789,,60056,205,293920,4442,,38652
May-83,7419,,,,,86,,,,20843,7554,,,937,332,15525,10188,,,,,18,,10704,866,33286,31,19992,6047,,32,,,11583,,1081,,4363,103000,11754,,,57,,5915,68829,186,,,,,47,12023,86,569,,25226,76,,10740,409,,5927,54,7959,53621,4642,128176,91,,,4684,,,,,29,,402,,,685,,459,457,,,,,,26,,14585,352,4074,12,0,,4359,,,,4654,34022,,62909,13014,5257,700,55965,,1101,,,9,,,285,,226,,,,,,144,3381,,,,43650,34797,,,8336,,,,,2581,,,,72202,,62438,187,303224,4518,,44418
Jun-83,6745,,,,,70,,,,20111,7414,,,882,322,14521,10292,,,,,24,,10207,813,32071,24,20433,6422,,34,,,11164,,1114,,4521,94000,10889,,,61,,5713,66146,192,,,,,42,11538,68,505,,19654,61,,10569,406,,5626,49,7742,52156,4274,122982,63,,,4442,,,,,30,,355,,,679,,422,412,,,,,,18,,14631,333,3971,11,4,,4320,,,,4298,32615,,60881,12301,5113,622,53323,,1061,,,8,,,316,,218,,,,,,142,3392,,,,40679,35301,,,8046,,,,,2363,,,,69146,,62153,199,303957,4342,,43735
Jul-83,6793,,,,,82,,,,20680,8020,,,802,346,15592,10296,,,,,26,,10735,804,32063,26,20169,7337,,34,,,12946,,1204,,4474,113000,11372,,,58,,5729,68091,155,,,,,58,12136,90,526,,31037,53,,11556,379,,5821,53,8792,56181,4861,134823,74,,,4593,,,,,35,,387,,,535,,483,465,,,,,,28,,14805,345,4081,8,7,,4315,,,,4746,34450,,64683,12693,5336,638,55951,,1125,,,8,,276,302,,259,,,,,,132,3426,,,,43012,31788,,,7629,,,,,2623,,,,74149,,63137,200,317969,4350,,41472
Aug-83,6715,,,,,112,,,,20643,7856,,,1034,418,14811,10144,,,,,25,,11125,944,31822,29,20669,7489,,40,,,15136,,1268,,4493,141000,12132,,,55,,5634,63518,162,,,,,38,11627,109,581,,25736,69,,11360,371,,5625,55,9196,52887,5296,133733,66,,,4527,,,,,34,,409,,,511,,495,506,,,,,,25,,14593,331,4448,9,1,,4188,,,,4752,33466,,60716,12334,5803,701,56877,,1104,,,6,,,360,,265,,,,,,161,3451,,,,41714,32055,,,7679,,,,,2823,,,,71430,,62068,196,323960,4612,,48423
Sep-83,5799,,,,,101,,,,20677,7640,,,794,415,14009,10076,,,,,22,,10503,1152,31591,42,21706,7648,,40,,,15769,,1219,,4342,138000,12966,,,69,,5599,61396,195,,,,,52,10800,94,608,,25494,57,,11003,408,,5714,59,8741,51642,5936,129111,83,,,4797,,,,,30,,352,,,520,,517,517,,,,,,24,,14412,301,4574,10,4,,4192,,,,4816,32637,,58626,11882,6131,718,57540,,1018,,,9,,,359,,311,,,,,,152,3645,,,,41129,32971,,,7494,,,,,3109,,,,65217,,62208,240,314468,4398,,44944
Oct-83,5685,,,,,108,,,,20309,7376,,,909,412,14111,9575,,,,,21,,10288,992,30662,35,21139,7848,,30,,,16038,,1132,,4188,153000,12937,,,61,,5327,60295,238,,,,,37,10890,61,619,,25201,56,,10314,332,,5281,60,9019,51300,5477,125266,69,,,4920,,,,,18,,330,,,659,,551,553,,,,,,24,,14129,319,4442,2,1,,3861,,,,4836,30496,,56485,12032,5946,763,61499,,1092,,,5,,302,350,,283,,,,,,139,3754,,,,40170,33831,,,7024,,,,,3124,,,,64941,,59360,253,305777,4352,,43685
Nov-83,4586,,,,,96,,,,18603,7032,,,1157,386,13455,9055,,,,,31,,9481,935,29666,44,20209,7733,,38,,,15161,,1076,,3816,133000,12195,,,57,,5150,57089,176,,,,,42,9661,79,535,,25013,45,,9569,319,,5081,51,8212,46538,5103,119127,76,,,4716,,,,,29,,289,,,654,,449,522,,,,,,26,,13862,283,3269,9,2,,3694,,,,4623,38977,,54437,11370,5578,712,61257,,946,,,6,,,356,,283,,,,,,135,3596,,,,37402,33189,,,6394,,,,,3144,,,,61392,,57052,237,290944,4404,,49993
Dec-83,5010,,,,,103,,,,19176,7263,,,1146,407,13375,9343,,,,,28,,9967,962,30267,37,19732,7259,,35,,,15270,,1062,,3724,171000,11574,,,45,,5192,60065,197,,,,,46,9358,79,572,,27013,44,,10004,312,,5231,53,8535,46363,5181,127144,73,,,5015,,,,,20,,357,,,569,,492,424,,,,,,22,,13965,252,913,7,3,,3897,,,,4416,31821,,53659,11622,5434,757,58902,,1001,,,8,,,345,,322,,,,,,132,3411,,,,39258,35344,,,6538,,,,,2845,,,,61458,,57660,249,299055,4748,,36475
Jan-84,5484,,95,,,94,,,,19886,7424,,,1045,395,,9600,73,,,,22,,10477,1058,29646,,21243,6453,546,37,,,14601,,1131,,3974,224430,13215,,,47,1542,5274,60189,171,,,,,40,10008,74,602,,29058,40,,10427,330,,5315,61,8223,47921,,124743,76,,,4945,,,,,31,,351,,,556,,448,507,,,,,,24,,14693,249,4222,3,2,,4037,,331951,,4416,28223,,60329,11851,5325,,77729,,1132,,,4,,264,332,,269,,,21,,,119,3033,,,,38250,33663,,,7715,6323,,,,2577,,,,65675,,59060,220,292200,4572,,34002
Feb-84,6607,,105,,,84,,,,19491,7296,,,991,288,,9169,58,,,,19,,9706,951,29253,,19281,5509,442,36,,,13229,,1030,,4009,144259,10901,,,55,1655,5401,58353,175,,,,,41,9921,105,541,,25458,43,,9984,361,,5316,50,7445,44455,,116152,82,,,4434,,,,,23,,325,,,592,,426,425,,,,,,14,,13876,285,4018,8,3,,4194,,237439,,4213,26057,,58272,11129,4773,,84372,,1037,,,12,,,315,,209,,,21,,,132,2938,,,,37031,29916,,,7896,5998,,,,2310,,,,62713,,56137,181,281564,4398,,41542
Mar-84,7254,,126,,,90,,,,21663,7590,,,912,359,,9845,63,,,,11,,10714,1003,32530,,20171,5808,447,28,,,12577,,1041,,4653,141823,10841,,,55,1853,5942,63252,189,,,,,31,10855,87,498,,24971,58,,10702,362,,5822,60,7793,49445,,123614,67,,,4316,,,,,40,,376,,,647,,446,458,,,,,,13,,14986,328,4053,5,0,,4631,,202911,,4338,30014,,63848,12323,4945,,50156,,1083,,,8,,,323,,234,,,10,,,122,3286,,,,39813,32694,,,8959,6560,,,,2355,,,,67964,,60868,186,303970,4500,,42639
Apr-84,7407,,109,,,77,,,,19982,7146,,,1049,321,,9253,86,,,,11,,10048,954,31930,,18936,5509,449,32,,,10694,,1083,,4570,120867,10369,,,45,1786,5622,61144,165,,,,,48,10354,93,482,,23314,45,,9955,369,,5345,52,7539,46577,,118265,79,,,4571,,,,,41,,314,,,767,,385,441,,,,,,18,,14334,346,4015,10,1,,4509,,204057,,4356,29107,,61286,11907,4609,,48344,,1049,,,6,,262,316,,222,,,18,,,158,3164,,,,37500,30916,,,8717,6039,,,,2292,,,,66516,,57357,199,285823,4354,,39748
May-84,8257,,119,,,92,,,,20707,7585,,,811,333,,10016,73,,,,21,,11027,985,33205,,20143,5907,518,48,,,11302,,1166,,4623,116036,12194,,,56,1807,5665,66841,194,,,,,37,11283,85,540,,25957,48,,10632,301,,5305,60,8082,50335,,124664,87,,,4669,,,,,39,,361,,,757,,437,492,,,,,,23,,14892,400,4217,4,5,,4484,,202056,,4432,30833,,63076,12755,4922,,47483,,1160,,,7,,,322,,255,,,14,,,181,3265,,,,41283,31284,,,8727,6518,,,,2479,,,,70618,,62235,179,299395,4548,,43569
Jun-84,7537,,116,,,83,,,,19753,7501,,,766,300,,9874,46,,,,18,,10355,837,31898,,20272,6014,552,44,,,11712,,1184,,4490,133665,11708,,,72,1759,5423,65570,169,,,,,48,11154,89,451,,24170,53,,10754,340,,5135,60,8068,51560,,119351,81,,,4621,,,,,32,,367,,,722,,450,425,,,,,,17,,14617,349,4129,8,2,,4220,,240778,,4675,31475,,58970,11824,4907,,46963,,1129,,,8,,,336,,181,,,17,,,144,3200,,,,39118,30162,,,7848,6282,,,,2178,,,,68443,,61109,173,298889,3856,,40438
Jul-84,7396,,126,,,85,,,,20221,7996,,,1072,324,,10231,78,,,,19,,10798,949,32805,,21280,6557,575,31,,,13071,,1295,,4545,173615,12372,,,60,1718,5533,68678,211,,,,,48,11517,92,537,,26420,56,,11676,404,,5490,47,8874,54820,,134464,86,,,4897,,,,,42,,392,,,581,,481,440,,,,,,18,,15302,321,4282,4,1,,4346,,258337,,4901,32449,,62861,12166,5054,,49963,,1145,,,8,,282,317,,188,,,18,,,159,3391,,,,39204,31414,,,7957,6578,,,,2359,,,,73181,,64078,213,325516,4608,,42399
Aug-84,7177,,122,,,100,,,,20748,7614,,,975,370,,10082,65,,,,23,,10477,938,32785,,22207,6959,585,34,,,15284,,1172,,4546,139037,12290,,,56,1683,5559,64674,206,,,,,53,10994,80,563,,25778,45,,10997,372,,5404,65,8933,52932,,134734,84,,,4852,,,,,36,,355,,,584,,533,463,,,,,,27,,14950,341,4415,4,0,,4179,,268072,,4863,32223,,59230,12068,5579,,51038,,1067,,,7,,,349,,239,,,27,,,140,3603,,,,39031,30879,,,7778,6298,,,,2743,,,,70877,,64133,193,335222,4408,,48303
Sep-84,5849,,112,,,97,,,,20108,7427,,,1084,352,,9469,88,,,,17,,10130,1058,32422,,22625,6942,622,38,,,15449,,1131,,4340,159667,12290,,,62,1504,5318,62899,194,,,,,42,10599,93,618,,26478,60,,10506,343,,5455,61,8635,50673,,126899,78,,,4701,,,,,27,,323,,,748,,501,472,,,,,,26,,14704,303,4432,10,3,,4046,,287261,,5105,32583,,56548,12034,5735,,52191,,1079,,,11,,,369,,241,,,12,,,146,3799,,,,39136,32097,,,7614,6200,,,,2944,,,,65027,,62812,246,326454,4420,,42679
Oct-84,6268,,111,,,118,,,,20631,7262,,,945,371,,10125,73,,,,27,,9972,1002,32006,,23041,7569,704,33,,,16800,,1173,,4247,163956,12682,,,72,1367,5404,64887,197,,,,,45,10482,93,655,,27278,42,,10263,348,,5433,54,8656,50174,,125459,78,,,4985,,,,,31,,359,,,782,,513,537,,,,,,23,,14737,325,4687,2,0,,3989,,256677,,5078,32337,,54122,12317,5907,,56129,,1117,,,6,,307,383,,263,,,31,,,170,4135,,,,40213,35507,,,7300,6176,,,,3136,,,,62268,,64019,230,321371,4084,,46581
Nov-84,4697,,112,,,110,,,,19295,7321,,,955,347,,9025,57,,,,15,,9282,984,29224,,21630,7212,562,24,,,15790,,1103,,4027,279851,12225,,,50,1385,5051,61239,199,,,,,43,9730,88,592,,25235,49,,9676,303,,5081,47,8075,45013,,117753,75,,,4783,,,,,26,,335,,,781,,486,545,,,,,,21,,13994,258,3602,4,2,,3813,,234664,,5132,30648,,50823,11325,5749,,52354,,1072,,,5,,,359,,267,,,13,,,122,3893,,,,37747,36013,,,6896,5929,,,,3132,,,,59796,,60241,219,296816,4212,,44948
Dec-84,5244,,115,,,96,,,,19636,7072,,,914,454,,9026,80,,,,22,,9317,977,29327,,20936,6858,664,23,,,15772,,1019,,3776,,11115,,,61,1443,4884,62213,227,,,,,30,8827,75,592,,27977,57,,9785,280,,4961,49,8155,43966,,123682,58,,,5002,,,,,37,,334,,,676,,465,500,,,,,,19,,13351,267,950,7,1,,3826,,320034,,5150,26408,,49676,11106,5816,,48948,,1046,,,5,,,319,,263,,,21,,,146,3849,,,,37383,36519,,,6482,5809,,,,3094,,,,58957,,57568,213,301921,5388,,37125
Jan-85,5336,93578,120,,,107,,,,20669,7546,,,1549,398,14241,9245,76,,,,15,,9525,1099,29704,,21888,6395,567,29,,,14812,,1040,,4060,254154,13595,,,59,1341,5359,63003,212,436,,,,31,9603,97,558,265,33292,46,,10457,313,,5402,52,8181,46939,,120404,70,,,4874,11975,,,,26,,364,,,649,,469,497,,,,,,33,,14820,306,4190,7,,,4232,,300411,,5210,36298,,59158,11037,5554,755,72680,,1086,,,12,,226,422,,,,,17,,,156,3425,,,,37809,33431,,,8103,6326,,,,3006,22503,,,65048,,62993,225,304073,4736,,42460
Feb-85,5399,78854,101,,,96,,,,18986,6805,,,989,318,12859,8561,80,,,,16,,8830,929,27972,,17982,5498,494,36,,,13150,,897,,3952,105989,10942,,,45,1375,4723,56278,192,401,,,,25,8657,66,504,223,25284,52,,9737,260,,4910,54,7291,41785,,110470,65,,,4108,10550,,,,21,,331,,,606,,422,398,,,,,,18,,13702,301,3991,14,,,3990,,246129,,4468,32664,,54020,9937,4872,704,74959,,1047,,,10,,,336,,,,,18,,,140,3070,,,,33695,27468,,,8005,5774,,,,2519,19270,,,58587,,56732,178,281261,4076,,39221
Mar-85,7288,82345,132,,,98,,,,21421,7727,,,931,333,14420,9754,45,,,,15,,9589,991,32409,,19828,5731,545,37,,,14346,,1020,,4662,149121,10191,,,58,1646,5806,64260,197,483,,,,53,10247,84,544,248,25875,66,,11140,332,,5502,66,8110,48932,,115172,93,,,4257,11038,,,,44,,357,,,739,,436,462,,,,,,16,,15393,328,4396,6,,,4762,,258948,,4914,36075,,62701,11016,5119,742,48137,,1160,,,5,,,367,,,,,11,,,132,3344,,,,39989,31472,,,9503,6801,,,,2816,20363,,,66074,,63560,181,310679,4490,,47406
Apr-85,7900,67350,167,,,103,,,,20385,7271,,,961,317,14664,9880,81,,,,32,,9788,911,32438,,19264,5438,523,38,,,13224,,1007,,4929,103184,10877,,,62,1719,5679,64679,190,497,,,,39,9801,104,520,245,24168,54,,10522,348,,5271,59,7732,48307,,114977,91,,,4435,10785,,,,22,,328,,,777,,429,422,,,,,,18,,14976,335,4154,5,,,4728,,217161,,4759,36442,,59262,10668,4900,730,45101,,1101,,,5,,232,330,,,,,20,,,175,3284,,,,37523,32058,,,9264,6452,,,,2548,19337,,,65716,,61479,166,301777,4448,,39181
May-85,8403,72706,147,,,96,,,,21041,7583,,,1014,335,14996,10102,70,,,,20,,10447,911,33469,,20745,5824,563,43,,,13102,,1158,,4834,131687,11850,,,68,1781,5504,70206,216,475,,,,44,10970,100,584,274,27255,60,,11223,342,,5698,56,8082,53760,,120997,70,,,4692,11071,,,,32,,355,,,847,,470,479,,,,,,15,,15192,348,4369,5,,,4553,,233912,,4811,36990,,60217,12043,5016,829,47080,,1050,,,5,,,344,,,,,19,,,141,3473,,,,40466,33213,,,9107,6564,,,,2606,20459,,,68319,,65605,175,317596,4572,,44742
Jun-85,7509,69240,139,,,90,,,,19514,7135,,,851,321,14172,9388,61,,,,18,,9650,777,31693,,20654,6120,660,30,,,13038,,1095,,4604,125593,7280,,,58,1614,5259,65603,212,416,,,,34,9638,96,514,237,24933,42,,10681,322,,5011,60,7973,51219,,116341,68,,,4591,10523,,,,30,,332,,,730,,447,432,,,,,,15,,14181,306,4084,2,,,4210,,251111,,4478,35302,,56544,11173,4738,746,46093,,1136,,,7,,,295,,,,,18,,,124,3355,,,,37393,31333,,,8337,6148,,,,2394,19768,,,65623,,61861,170,308477,4566,,37365
Jul-85,7398,70916,126,,,101,,,,20615,7761,,,1049,322,14906,10365,81,,,,26,,10899,914,32981,,20626,6557,636,32,,,15504,,1290,,4826,201714,14872,,,75,1604,5362,69242,199,455,,,,57,10457,105,521,270,27241,67,,11864,367,,5406,54,8603,53889,,130375,72,,,4732,11443,,,,36,,372,,,759,,497,437,,,,,,21,,15250,307,4452,9,,,4414,,259166,,4589,36820,,60438,11311,5122,775,49941,,1222,,,7,,264,289,,,,,15,,,156,3593,,,,39613,32223,,,8452,6568,,,,2476,19666,,,70072,,66742,212,333484,4610,,44461
Aug-85,6839,69547,125,,,100,,,,20813,7178,,,1008,311,14413,9563,90,,,,20,,10916,852,31891,,21352,6740,683,46,,,17130,,1100,,4754,165739,11764,,,57,1542,5236,63905,189,413,,,,44,9923,112,541,264,27080,49,,11454,309,,5128,61,8771,48924,,126433,71,,,4448,11073,,,,33,,344,,,779,,466,467,,,,,,19,,15411,289,4517,8,,,4232,,279740,,4738,36947,,57038,10937,5542,796,52110,,1115,,,8,,,337,,,,,18,,,134,3651,,,,36608,30925,,,8258,6199,,,,2733,18228,,,68000,,65130,191,336575,4508,,43601
Sep-85,6204,64724,126,,,114,,,,20524,7394,,,925,342,13130,9647,87,,,,20,,10265,1032,32297,,22555,6712,734,33,,,17373,,1178,,4631,190242,12069,,,71,1294,5255,62793,218,471,,,,43,9969,108,577,306,27807,60,,11514,337,,5320,68,8799,47866,,122563,82,,,4680,10549,,,,30,,294,,,810,,505,531,,,,,,23,,15260,298,4436,12,,,4054,,322293,,4866,37857,,55363,11061,5825,779,51425,,1094,,,11,,,407,,,,,23,,,133,3714,,,,38089,33598,,,7952,6288,,,,3063,17377,,,61733,,64836,215,331283,4666,,40707
Oct-85,5680,61931,107,,,110,,,,21112,7310,,,1063,445,13091,9664,72,,,,26,,10109,1037,31517,,22707,7356,738,46,,,17612,,1179,,4422,169635,11364,,,66,1199,4928,64195,190,480,,,,41,9833,90,618,288,26432,51,,10898,315,,5290,47,9023,48991,,123053,85,,,4866,10167,,,,32,,368,,,831,,430,596,,,,,,17,,15473,317,4519,6,,,4026,,239090,,5267,34655,,52484,11019,5878,786,57118,,1074,,,8,,304,372,,,,,25,,,140,4059,,,,38439,31665,,,7537,6196,,,,3260,17226,,,61240,,64606,230,322997,4736,,43949
Nov-85,4749,56451,114,,,79,,,,19439,6796,,,1023,429,12139,8663,83,,,,20,,8895,894,29178,,21148,7107,702,25,,,16374,,1027,,4037,305964,13483,,,68,1120,4603,60909,233,440,,,,36,8925,79,604,281,25546,46,,10369,307,,4470,63,8187,43694,,111961,86,,,4604,9457,,,,29,,323,,,751,,415,503,,,,,,18,,14329,264,3447,7,,,3878,,259714,,4948,32962,,49219,10007,5390,773,54093,,1019,,,3,,,339,,,,,13,,,138,3907,,,,35442,22077,,,6878,5698,,,,3152,16371,,,56733,,59297,236,301551,4296,,41753
Dec-85,4830,57741,122,,,96,,,,19368,6934,,,951,410,12003,9198,88,,,,20,,10042,935,29478,,20130,6648,715,28,,,16402,,1001,,4038,,12497,,,51,1174,5082,63358,234,446,,,,51,8458,99,665,296,31936,49,,10341,304,,4837,63,8624,43039,,118831,54,,,4800,9829,,,,38,,336,,,690,,444,495,,,,,,24,,14149,252,929,3,,,4055,,299481,,4990,20240,,51132,10283,5673,810,53327,,1059,,,2,,,385,,,,,10,,,160,3609,,,,36307,10747,,,7067,5670,,,,3146,16620,,,55630,,57887,223,310808,4062,,37483
Jan-86,5150,82496,116,,,97,,,,20014,7468,,,985,359,,9370,81,,,,24,,10373,,29234,22,21999,6069,630,45,,,15544,,835,,4080,235307,12320,,,64,1165,5054,63920,204,420,,,,34,,83,563,265,30870,42,,10843,323,,5011,60,8547,,,115725,73,,,4724,12083,,,,32,,334,,,696,,366,503,,,,,,14,,15248,305,4277,2,,,4200,,319783,,4950,,,55149,10448,,830,69141,,1116,28866,,9,,263,353,,224,,,18,,,126,3282,,,,,29339,,,8583,6367,,,,2918,22561,,,67118,,61868,216,306183,4610,,39300
Feb-86,5760,70265,110,,,85,,,,18945,6820,,,1136,267,,8956,64,,,,18,,9141,,28137,25,19148,5270,530,31,,,12832,,796,,4301,154218,12179,,,60,1219,4704,58689,169,413,,,,46,,73,477,253,27170,48,,9942,291,,4750,68,7424,,,105520,84,,,3876,10554,,,,29,,303,,,666,,380,429,,,,,,19,,14283,284,3959,3,,,4117,,234867,,4378,,,51245,9581,,669,73059,,897,26053,,5,,,343,,219,,,13,,,140,2668,,,,,24750,,,8191,6038,,,,2379,19271,,,59899,,56554,194,282526,4200,,37187
Mar-86,6988,69622,134,,,84,,,,21091,7412,,,1380,289,,9918,65,,,,18,,10397,,32107,26,20786,5662,547,48,,,12395,,858,,4751,153102,12027,,,56,1507,5540,65629,207,447,,,,38,,105,503,261,23488,64,,11081,313,,5691,50,7854,,,113925,84,,,4590,11449,,,,25,,371,,,843,,388,458,,,,,,13,,15993,400,4339,5,,,4745,,257181,,4668,,,57671,10693,,838,48196,,1081,29849,,10,,,312,,254,,,1,,,136,3166,,,,,30469,,,9610,6635,,,,2639,20401,,,68012,,63991,171,312394,4410,,40620
Apr-86,7818,62917,135,,,94,,,,20472,7390,,,1194,294,,9830,66,,,,15,,10199,,32865,16,20923,5285,535,29,,,11899,,901,,5030,133211,12364,,,73,1441,5435,65781,196,515,,,,47,,95,485,276,28045,59,,10698,306,,5405,73,7718,,,110660,72,,,4229,11051,,,,24,,320,,,730,,399,460,,,,,,11,,16090,364,4236,3,,,4894,,184831,,4677,,,57102,10469,,740,47518,,1062,29717,,12,,221,328,,203,,,19,,,174,3047,,,,,30857,,,9809,6655,,,,2406,18721,,,70302,,63823,170,304103,4304,,44319
May-86,7811,64430,124,,,84,,,,20625,7300,,,1072,318,,10216,70,,,,17,,10526,,33809,35,21450,5427,583,27,,,12316,,847,,4926,122541,11634,,,69,1354,5246,70208,198,476,,,,56,,88,487,254,26293,60,,10547,340,,5668,57,7657,,,116126,76,,,4494,11537,,,,30,,390,,,871,,442,471,,,,,,13,,16111,387,4420,4,,,4581,,237825,,4650,,,55841,11436,,817,47413,,1173,29361,,6,,,281,,189,,,11,,,144,3154,,,,,30422,,,9152,6681,,,,2473,20842,,,70556,,66261,169,315975,4665,,39862
